Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

Cód.	Cod. Gr. Hom.	Designação	DCI	Forma Farmac.	Gen.	Desc. Grupo Homogéneo	Laboratório	Posologia	PVP	Titular AIM	Classificação

6214213	GH0000	BRITA MARELLA JARRO AG BRANCA + 3FILT	 	 	NÃO	Não atribuido	Belmed - Distr Produtos Médicos e Cosméticos, Lda	 	29,25	Belmed	NETT

6214247	GH0000	BRITA MAXTRA FILTRO AG 3+1	 	 	NÃO	Não atribuido	Belmed - Distr Produtos Médicos e Cosméticos, Lda	 	7,95	Belmed	NETT

5240833	GH0786	ATORVASTATINA VITORIA COMP REV 10 MG X 56	Atorvastatina	Comprimido revestido por película	SIM	Atorvastatina | A101 | Oral | 10 mg | [21-60] unidades	 	Crianças  Hipercolesterolemia - = 10 anos: dose inicial 10 mg/dia, com 	6,23	Faes Farma Portugal, S.A.	Éticos
5240908	GH0788	ATORVASTATINA VITORIA COMP REV 40 MG X 28	Atorvastatina	Comprimido revestido por película	SIM	Atorvastatina | A101 | Oral | 40 mg | [21-60] unidades	 	Adultos e idosos - Dose inicial: 10 mg/dia. Dose máx: 80 mg/dia.  Ajuste 	7,81	Faes Farma Portugal, S.A.	Éticos
5248778	GH0000	DONEPEZILO VITORIA COMP REV 5 MG X 56	Donepezilo	Comprimido	SIM	Não atribuido	 	O tratamento é iniciado com 5 mg/dia (dose única diária). Deve ser 	9,49	Faes Farma	Éticos
5248828	GH0000	DONEPEZILO VITORIA COMP REV 10 MG X 56	Donepezilo	Comprimido	SIM	Não atribuido	 	O tratamento é iniciado com 5 mg/dia (dose única diária). Deve ser 	11,55	Faes Farma	Éticos
5205000	GH0000	QUETIAPINA VITORIA  COMP REV 200 MG X 60	Quetiapina	Comprimido revestido por película	SIM	Não atribuido	 	 	23,79	Laboratórios Vitória	Éticos
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

5205026	GH0000	QUETIAPINA VITORIA  COMP REV 300 MG X 60	Quetiapina	Comprimido revestido por película	SIM	Não atribuido	 	 	37,36	Faes Farma	Éticos

6839217	GH0000	ACNIBEN TOALHITA HIG X 30	 	 	NÃO	Não atribuido	 	 	14,80	Isdin	NETT

5171673	GH0621	PANTOPRAZOL RATIOPHARM COMP 40 MG X 56	Pantoprazol	Comprimido gastrorresistente	SIM	Pantoprazol | A103 | Oral | 40 mg | [21-60] unidades	 	 	5,39	Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.	Éticos

1001339	GH0000	SULPHUR 9 CH 1 X 4 GR	 	 	NÃO	Não atribuido	Farmácia Homeopatica de Santa Justa	 	7,15	ABBOTT LABORATORIOS, LDA	Éticos

5047808	GH0810	QUETIAPINA ZENTIVA COMP REV 200 MG X 60	Quetiapina	Comprimido revestido por película	SIM	Quetiapina | A101 | Oral | 200 mg | [21-60] unidades	 	Adulto: Esquizofrenia - dia 1: 50 mg; dia 2: 100 mg; dia 3: 200 mg; dia 4: 300 	22,80	Zentiva Portugal, Lda.	Éticos
5064969	GH0861	ZALASTA COMP ORODISP  5 MG X 28	Olanzapina	Comprimido orodispersível	SIM	Olanzapina | A106 | Oral | 5 mg | [21-60] unidades	 	Adulto - 5-20 mg/dia. Esquizofrenia: dose inicial recomendada de 10 mg/dia. 	14,02	KRKA d.d., Novo mesto	Éticos
5065040	GH0862	ZALASTA COMP ORODISP 10 MG X 28	Olanzapina	Comprimido orodispersível	SIM	Olanzapina | A106 | Oral | 10 mg | [21-60] unidades	 	Adulto - 5-20 mg/dia. Esquizofrenia: dose inicial recomendada de 10 mg/dia. 	25,67	KRKA d.d., Novo mesto	Éticos
5326632	GH0759	LEVOCETIRIZINA TOLIFE COMP REV 5 MG X 21	Levocetirizina	Comprimido revestido por película	SIM	Levocetirizina | A101 | Oral | 5 mg | [21-60] unidades	 	 	4,24	Towa Pharmaceutical, S.A.	Éticos

5323845	GH0000	PENTASA COMP LP 1000 MG X 60	Messalazina	Comprimido de libertação prolongada	NÃO	Não atribuido	 	 	44,60	Ferring S.A.U.	Éticos

5405550	GH0809	QUETIAPINA TOLIFE COMP REV 100 MG X 60	Quetiapina	Comprimido revestido por película	SIM	Quetiapina | A101 | Oral | 100 mg | [21-60] unidades	 	Adulto: Esquizofrenia - dia 1: 50 mg; dia 2: 100 mg; dia 3: 200 mg; dia 4: 300 	17,83	Towa Pharmaceutical, S.A.	Éticos
5405618	GH0810	QUETIAPINA TOLIFE 200 MG COMP REV X 60 	Quetiapina	Comprimido revestido por película	SIM	Quetiapina | A101 | Oral | 200 mg | [21-60] unidades	 	Adulto: Esquizofrenia - dia 1: 50 mg; dia 2: 100 mg; dia 3: 200 mg; dia 4: 300 	23,01	Towa Pharmaceutical, S.A.	Éticos
5405634	GH0811	QUETIAPINA TOLIFE COMP REV 300 MG X 60	Quetiapina	Comprimido revestido por película	SIM	Quetiapina | A101 | Oral | 300 mg | [21-60] unidades	 	Adulto: Esquizofrenia - dia 1: 50 mg; dia 2: 100 mg; dia 3: 200 mg; dia 4: 300 	41,06	Towa Pharmaceutical, S.A.	Éticos
5428677	GH0000	ANOTRIT PASTA 20 MG/G 30 G	Diltiazem	Pasta cutânea	NÃO	Não atribuido	 	Utilizar a pasta 2x/dia (manhã e noite). Colocar uma pequena quantidade, 	33,65	Tecnimede - Sociedade Técnico-Medicinal, S.A.	Éticos
6586123	GH0000	SEBAMED OLEO DUCHE 500 ML	 	 	NÃO	Não atribuido	 	 	14,95	Perrigo	NETT

7374959	GH0000	NOVALAC AO LEITE LACTENTE OBSTIP 800 GR	 	 	NÃO	Não atribuido	 	 	15,95	Faes Farma	NETT

6126631	GH0000	PIC. 3840510 KIT AERO PROJECT ADULTO	 	 	NÃO	Não atribuido	Artsana Portugal, S.A	 	10,10	ARTSANA           	NETT

5240858	GH0787	ATORVASTATINA VITORIA COMP REV 20 MG X 28	Atorvastatina	Comprimido revestido por película	SIM	Atorvastatina | A101 | Oral | 20 mg | [21-60] unidades	 	Crianças  Hipercolesterolemia - = 10 anos: dose inicial 10 mg/dia, com 	6,11	Faes Farma Portugal, S.A.	Éticos
6143461	GH0000	OTOLAYA SPRAY AURICULAR 50 ML	 	 	NÃO	Não atribuido	Phytoderm	 	13,50	PHD - Especialidades Farmacêuticas	NETT

6159467	GH0000	CURE TAPE BANDA ADES NATURAL 5M X 5M 	 	 	NÃO	Não atribuido	 	 	16,30	Aneid	NETT

6104513	GH0000	MOLIMED M PROTECT PENSO X 14	 	 	NÃO	Não atribuido	 	 	7,90	Hartmann	NETT

6894592	GH0000	DERCOS TEC BALSAMO NUTRI REPARADOR 150 ML	 	 	NÃO	Não atribuido	L´oreal Portugal, Lda	 	13,95	L Oréal Cosmética Activa	NETT

6817387	GH0000	BELCILS MASCARA FORTAL PRETA 7ML	 	 	NÃO	Não atribuido	 	 	12,95	Sidefarma	NETT

4314589	GH0996	SINGULAIR CART GRN 4 MG X  7	Montelucaste	Granulado	NÃO	Montelucaste | A112 | Oral | 4 mg | [1-20] unidades	 	Crianças 6 meses - 5 anos: 1 saq.(4 mg) por dia, tomado à noite 	5,25	Organon Portugal, Sociedade Unipessoal, Lda.	Éticos
5415500	GH0844	DESLORATADINA MYLAN COMP REV 5 MG X 20	Desloratadina	Comprimido revestido por película	SIM	Desloratadina | A101 | Oral | 5 mg | [1-20] unidades	Meda Pharma - Produtos Farmacêuticos, S. A.	Adultos e adolescentes com idade = 12 anos (a experiência em adolescentes 12 - 	4,10	Mylan, Lda.	Éticos
5434873	GH0787	ATORVASTATINA MYLAN COMP REV 20 MG X 28	Atorvastatina	Comprimido revestido por película	SIM	Atorvastatina | A101 | Oral | 20 mg | [21-60] unidades	Meda Pharma - Produtos Farmacêuticos, S. A.	Crianças  Hipercolesterolemia - = 10 anos: dose inicial 10 mg/dia, com 	5,38	Mylan, Lda.	Éticos
5434857	GH0786	ATORVASTATINA MYLAN COMP REV 10 MG X 56	Atorvastatina	Comprimido revestido por película	SIM	Atorvastatina | A101 | Oral | 10 mg | [21-60] unidades	Meda Pharma - Produtos Farmacêuticos, S. A.	Crianças - Hipercolesterolemia - = 10 anos: dose inicial 10 mg/dia, com 	5,46	Mylan, Lda.	Éticos
6886416	GH0000	EXCIPIAL PROTECT CR 50 ML	 	 	NÃO	Não atribuido	 	 	9,65	Galderma	NETT

5956081	GH0594	MIRTAZAPINA KRKA COMP OD 45 MG X 30	Mirtazapina	Comprimido orodispersível	SIM	Mirtazapina | A106 | Oral | 45 mg | [21-60] unidades	 	Adulto e idoso - dose diária eficaz: 15-45 mg (toma única diária à noite antes de 	11,97	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
6886358	GH0000	PODOSAN MEIAS ESFOLIANTES 	 	 	NÃO	Não atribuido	 	 	15,45	Vemedia	NETT

5022975	GH0361	RAMIPRIL HTZ TOLIFE COMP 2,5+12,5 MG X 56	Ramipril + Hidroclorotiazida	Comprimido	SIM	Ramipril + Hidroclorotiazida | A101 | Oral | 2.5 mg + 12.5 mg | [21-60] unidades	 	Adultos: 2,5 mg + 12,5 mg ou 5 mg + 25 mg 1 x/dia (máximo de 10 mg + 50 	5,00	Towa Pharmaceutical, S.A.	Éticos
5282363	GH0000	GLICLAZIDA ACTV G COMP LM 30 MG X 60	Gliclazida	Comprimido de libertação modificada	SIM	Não atribuido	 	 	5,02	Actavis Group PTC ehf.	Éticos

6208124	GH0000	CATIONORM MULTI EMULSAO OFTALMICA 10 ML	 	 	NÃO	Não atribuido	 	 	12,35	Logista	NETT

5427018	GH0000	ATORVASTATINA CICLUM COMP REV 10 MG X 56	Atorvastatina	Comprimido revestido por película	SIM	Não atribuido	 	 	3,76	Stada	Éticos

7375071	GH0000	NEUROZAN COMP X 30	 	 	NÃO	Não atribuido	Omega-Pharma Portuguesa, Lda	 	30,95	Unibrands	NETT

5095369	GH0000	LAMBDALINA CR 40 MG/G 5 G	Lidocaína	Creme	NÃO	Não atribuido	 	Adulto, adolescente e criança (6-12 anos) - 2-3 g (aplicação única; recomenda-se 	4,85	ISDIN - Laboratório Farmacêutico Unipessoal, Lda.	Éticos
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

7379008	GH0000	MOBIFLEX COMP  X 60	 	 	NÃO	Não atribuido	 	 	49,04	Stada	NETT

6874826	GH0000	ELGYDIUM CLINIC ESCOVILHAO FLEX 2 MIST ESTREIT	 	 	NÃO	Não atribuido	Pierre Fabre, Lda	 	6,45	Pierre Fabre	NETT

6906354	GH0000	XEROLYS 50 EMULSAO 40 ML	 	 	NÃO	Não atribuido	 	 	15,95	CS Portugal	NETT

5074703	GH0000	RISPERIDONA MYLAN COMP ORODISP 2 MG X 56	Risperidona	Comprimido orodispersível	SIM	Não atribuido	Meda Pharma - Produtos Farmacêuticos, S. A.	 	18,83	Mylan	Éticos

6835249	GH0000	NOREVA EXFOLIAC CR REPARAD 40 ML	 	 	NÃO	Não atribuido	 	 	12,95	Noreva	NETT

7364455	GH0000	MOREPA SMART FATS CAPS X 30	 	 	NÃO	Não atribuido	 	 	33,95	Nestlé	NETT

6828038	GH0000	EUCERIN PELE SECA OLEO DUCHE OMEGA 200 ML	 	 	NÃO	Não atribuido	Beiersdorf Portuguesa, Lda	 	11,15	Beiersdorf	NETT

5839584	GH0281	GABAPENTINA ALTER CAPS 100 MG X 60	Gabapentina	Cápsula	SIM	Gabapentina | A101 | Oral | 100 mg | [21-60] unidades	 	Adulto e adolescente (>12 anos) - Doseamento inicial (todas as indicações): 	4,62	Alter, S.A.	Éticos
6120105	GH0000	AUTAN ACTIVO VAP 100 ML	 	 	NÃO	Não atribuido	 	 	11,15	Johnson’s Wax	NETT

5283007	GH0000	MENVEO INJ X 25	Vacina contra o meningococo	Pó e solução para solução injetável	NÃO	Não atribuido	 	 	55,58	Novartis	Éticos

7382655	GH0000	SUPRADYN PROTOVIT INFANTIL GTS MULTIVITAMIN 15 ML	 	 	NÃO	Não atribuido	Bayer Portugal, SA	 	8,80	Bayer	NETT

6191429	GH0000	SENSOLITE NOVA PL TIRA SANGUE GLIC X 50	 	N.A.	NÃO	Não atribuido	 	Seguir as instruções de utilização de acordo com o folheto informativo. 	18,29	MDM PULSE II LDA	NETT
7881884	GH0000	CONTORNO COLAR CERVICAL ESP L C5	 	 	NÃO	Não atribuido	 	 	10,30	ABBOTT LABORATORIOS, LDA	Éticos

5346846	GH0000	VALDISPERT COMP REV 450 MG X 40	Valeriana (raíz)	Comprimido revestido	NÃO	Não atribuido	 	Adolescente (>12 anos), adulto e idoso: Alívio da tensão nervosa ligeira - 1 	14,95	Vemedia Manufacturing B.V.	NETT
7379537	GH0000	NIDINA EXPERT HA/AR LEITE 800 GR	 	 	NÃO	Não atribuido	Nestlé Portugal, S.A.	 	18,99	NESTLE PORTUGAL	NETT

5373170	GH0856	IRBESARTAN HTZ STADA COMP REV 150+12,5 MG X 28	Irbesartan + Hidroclorotiazida	Comprimido revestido por película	SIM	Irbesartan + Hidroclorotiazida | A101 | Oral | 150 mg + 12.5 mg | [21-60] unidades	 	1 comprimido, de 24/24h.Via oral. Admin. de 24/24h, com ou sem alimentos. 	6,43	Stada, Lda.	Éticos
5348206	GH0348	BISOPROLOL AUROBINDO COMP REV 10 MG X 28	Bisoprolol	Comprimido revestido por película	SIM	Bisoprolol | A101 | Oral | 10 mg | [21-60] unidades	 	Fase de titulação - 1,25 mg (de 24/24h) durante uma semana; se bem tolerado 	3,59	Generis Farmacêutica, S.A.	Éticos
7743864	GH0000	ALCOOL SANITARIO 70º 250 ML GSL	 	 	NÃO	Não atribuido	 	 	0,79	GSL	NETT

5784511	GH0000	ALGODAO ZIG ZAG HIDROFILO 70 GR	 	 	NÃO	Não atribuido	 	 	0,80	 	Éticos

5335682	GH0000	ALFUZOSINA RATI G COMP LP 5 MG X 60	Alfuzosina	Comprimido de libertação prolongada	SIM	Não atribuido	 	 	12,16	Teva	Éticos

5059076	GH0000	ATORVASTATINA ATORVAN COMP REV 20 MG X 28	Atorvastatina	Comprimido revestido por película	SIM	Não atribuido	 	Crianças  Hipercolesterolemia - = 10 anos: dose inicial 10 mg/dia, com 	5,25	Alter, S.A.	Éticos
7409933	GH0000	ALGALIA NORTA 100 % SILICONE CH22/10	 	 	NÃO	Não atribuido	 	 	11,05	 	Éticos

5255229	GH0000	IRBESARTAN HTZ TEVA COMP REV 150+12,5 MG X 28	Irbesartan + Hidroclorotiazida	Comprimido revestido por película	SIM	Não atribuido	 	Adultos: 1 comp./dia (150mg/12,5 mg). A dose pode ser aumentada até à dose 	7,52	Teva B.V.	NETT
5345723	GH0851	ÁCIDO IBANDRÓNICO TEVA COMP 150 MG X 1	Ácido ibandrónico	Comprimido revestido por película	SIM	Ácido ibandrónico | A101 | Oral | 150 mg | [1] unidade	 	 	13,00	Teva B.V.	NETT

7940775	GH0000	MEDI OMBRO SUP BRACO BANDA IMB 300	 	 	NÃO	Não atribuido	Medi Bayreuth	 	37,60	MEDI BAYREUTH	NETT

6833673	GH0000	HALITA PASTA DENT 75 ML	 	 	NÃO	Não atribuido	Laboratórios Vitória, S.A.	 	6,45	Faes Farma	NETT

5394531	GH0912	TIBOLONA ZENTIVA COMP 2,5 MG X 28	Tibolona	Comprimido	SIM	Tibolona | A101 | Oral | 2.5 mg | [1-30] unidades	 	 	7,91	Zentiva Portugal, Lda.	Éticos

5395066	GH0735	TRAMADOL + PARACETAMOL MYLAN COMP REV 37,5+325 MG X 20	Tramadol + Paracetamol	Comprimido revestido por película	SIM	Tramadol + Paracetamol | A101 | Oral | 37.5 mg + 325 mg | [1-20] unidades	Meda Pharma - Produtos Farmacêuticos, S. A.	Adulto e > 12 anos - Dose inicial: 2 comprimidos/dia (1 comprimido de 	1,64	Mylan, Lda.	Éticos
7743252	GH0000	IODO TINTURA TINT IODO 6.5% 30 ML GSL	 	 	NÃO	Não atribuido	 	 	2,45	GSL	NETT

7743609	GH0000	IODO TINTURA TINT VD IODO 1% 30 ML GSL	 	 	NÃO	Não atribuido	 	 	1,95	GSL	NETT

5423678	GH0000	REUMON GEL 60 G	Etofenamato	Gel	NÃO	Não atribuido	Omega-Pharma Portuguesa, Lda	Aplicar 3 a 4 x/dia. Duração do tratamento: 3 a 4 semanas (doenças 	9,35	Bial - Portela & Cª, S.A.	NETT
5394127	GH0153	AMOX AC CLAV BASI 875 + 125 MG COMP X16 	Amoxicilina + Ácido clavulânico	Comprimido revestido por película	SIM	Amoxicilina + Ácido clavulânico | A101 | Oral | 875 mg + 125 mg | [1-16] unidades	 	Adultos, idosos e adolescentes = 40 kg: 1 comp, 2x/dia; 	5,82	Laboratórios Basi - Indústria Farmacêutica, S.A	Éticos
5237961	GH0853	ESCITALOPRAM MYLAN  COMP REV 10 MG X 56	Escitalopram	Comprimido revestido por película	SIM	Escitalopram | A101 | Oral | 10 mg | [21-60] unidades	Meda Pharma - Produtos Farmacêuticos, S. A.	Adulto: Episódio depressivo major - 10-20 mg/dia. Perturbação de pânico 	11,00	Mylan, Lda.	Éticos
5238043	GH0854	ESCITALOPRAM MYLAN  COMP REV 20 MG X 56	Escitalopram	Comprimido revestido por película	SIM	Escitalopram | A101 | Oral | 20 mg | [21-60] unidades	Meda Pharma - Produtos Farmacêuticos, S. A.	 	21,01	Mylan, Lda.	Éticos

5439872	GH0882	DESLORATADINA MYLAN 0.5 MG/ML SOL OR FRASCO 150 ML	Desloratadina	Solução oral	SIM	Desloratadina | A112 | Oral | 0.5 mg/ml | >149 ml	Meda Pharma - Produtos Farmacêuticos, S. A.	A segurança e eficácia em crianças com idade < 1 ano não foram estabelecidas. 	5,06	Mylan, Lda.	Éticos
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

6212746	GH0000	HYAL DROP REBALANCE SOL OFT  10 ML	 	 	NÃO	Não atribuido	 	 	13,95	Bausch + Lomb	NETT

5146410	GH0000	DAIVOBET GEL 0,5/0,05 MG/G 60 GR	Betametasona + Calcipotriol	Gel	NÃO	Não atribuido	 	 	39,46	Leo Pharma A/S	Éticos

5146402	GH0000	DAIVOBET GEL 0,5/0,05 MG/G 30 GR	Betametasona + Calcipotriol	Gel	NÃO	Não atribuido	 	 	21,90	Leo Pharma A/S	Éticos

5445812	GH0858	IRBESARTAN HTZ FARMOZ COMP (300+12.5) MG REV X 28	Irbesartan + Hidroclorotiazida	Comprimido revestido por película	SIM	Irbesartan + Hidroclorotiazida | A101 | Oral | 300 mg + 12.5 mg | [21-60] unidades	 	1 comprimido, de 24/24h.Via oral. Admin. de 24/24h, com ou sem alimentos. 	6,68	Farmoz - Sociedade Técnico Medicinal, S.A.	Éticos
5426325	GH0000	AMOROLFINA CICLUM VERNIZ 50 MG/ ML 5 ML	Amorolfina	Verniz para as unhas medicamentoso	SIM	Não atribuido	 	 	17,95	Ciclum Farma Unipessoal, Lda.	Éticos

6206300	GH0000	AUDISPRAY ADULT SOL OTO AG MAR 50 ML	 	 	NÃO	Não atribuido	 	 	11,99	Vemedia	NETT

5451851	GH0854	ESCITALOPRAM FARMOZ 20 MG COMP REV X 56	Escitalopram	Comprimido revestido por película	SIM	Escitalopram | A101 | Oral | 20 mg | [21-60] unidades	 	Adulto: Episódio depressivo major - 10-20 mg/dia. Perturbação de pânico 	17,82	Farmoz - Sociedade Técnico Medicinal, S.A.	Éticos
5286257	GH0000	JURNISTA COMP LP 4 MG X 10	Hidromorfona	Comprimido de libertação prolongada	NÃO	Não atribuido	 	Adulto: Doentes que não estão a receber habitualmente opióides - dose inicial: 8 	7,90	Janssen-Cilag Farmacêutica, Lda	Éticos
4	GH0000	TAXA DE REABERTURA DA FARMACIA DE SERVIÇO	 	 	NÃO	Não atribuido	 	 	2,50	ABBOTT LABORATORIOS, LDA	NETT

5416359	GH0000	LEVETIRACETAM AUROVITAS COMP REV 1000 MG X 60	Levetiracetam	Comprimido revestido por película	SIM	Não atribuido	 	 	59,11	Actavis Group PTC ehf.	Éticos

5416342	GH0000	LEVETIRACETAM AUROVITAS COMP REV 500 MG X 60	Levetiracetam	Comprimido revestido por película	SIM	Não atribuido	 	 	30,83	Actavis Group PTC ehf.	Éticos

5064746	GH0860	OLANZAPINA ZALASTA COMP 2.5 MG X 28	Olanzapina	Comprimido	SIM	Olanzapina | A101 | Oral | 2.5 mg | [21-60] unidades	 	Adulto - 5-20 mg/dia. Esquizofrenia: dose inicial recomendada de 10 mg/dia. 	6,06	KRKA d.d., Novo mesto	Éticos
7357442	GH0000	SELENIUM ACE EXTRA COMP X 90	 	 	NÃO	Não atribuido	Angelini Farmacêutica, Lda.	 	44,95	Angelini	NETT

5078969	GH0000	EPIDUO GEL 1% + 25% 60 G	Adapaleno + Peróxido de benzoílo	Gel	NÃO	Não atribuido	 	Aplicar nas áreas afectadas 1 x/dia vez por dia (à noite), após limpeza da pele 	31,90	Laboratorios Galderma S.A. - Sucursal em Portugal	Éticos
5451810	GH0853	ESCITALOPRAM FARMOZ 10 MG COMP REV X 56	Escitalopram	Comprimido revestido por película	SIM	Escitalopram | A101 | Oral | 10 mg | [21-60] unidades	 	Adulto: Episódio depressivo major - 10-20 mg/dia. Perturbação de pânico 	9,74	Farmoz - Sociedade Técnico Medicinal, S.A.	Éticos
6166694	GH0000	HERPATCH PENSO HERPES LAB X 8	 	 	NÃO	Não atribuido	Laboratórios Diafarm, SA	 	13,05	Faes Farma	NETT

5080312	GH0702	PERINDOPRIL INDAPAMIDA FARMOZ COMP 2+0,625 MG X 30	Perindopril + Indapamida	Comprimido	SIM	Perindopril + Indapamida | A101 | Oral | 2 mg + 0.625 mg; 2.5 mg + 0.625 mg | [21-60] unidades	 	Adultos: 1 comp./dia, de preferência de manhã, e antes da refeiçãoVia oral. Deve 	8,33	Farmoz - Sociedade Técnico Medicinal, S.A.	Éticos
5389903	GH0441	ALFUZOSINA GENERIS COMP LP 10 MG X 30	Alfuzosina	Comprimido de libertação prolongada	SIM	Alfuzosina | A102 | Oral | 10 mg | [21-60] unidades	 	 	7,95	Generis Farmacêutica, S.A.	Éticos

5095088	GH0000	AMLODIPINA STADA COMP 10 MG X 60	Amlodipina	Comprimido	SIM	Não atribuido	 	Adultos: 1 comp. de 5 ou 10 mg/diaVia oral. Os comprimidos devem ser tomados 	5,70	Stada	Éticos
5418702	GH0786	ATORVASTATINA TAD COMP REV 10 MGX  56	Atorvastatina	Comprimido revestido por película	SIM	Atorvastatina | A101 | Oral | 10 mg | [21-60] unidades	 	 	4,35	TAD pharma GmbH	Éticos

7382507	GH0000	FISIOGEN FERRO FT CAPS X 30	 	 	NÃO	Não atribuido	 	 	24,75	Zambon	NETT

7382499	GH0000	FISIOGEN FERRO CAPS X 30	 	 	NÃO	Não atribuido	 	 	24,75	Zambon	NETT

5379201	GH0000	DESDEK CR  1 MG/G 30 G	Mometasona	Creme	SIM	Não atribuido	Laboratórios Edol - Produtos Farmacêuticos, SA	 	4,81	Edol	Éticos

5344007	GH0000	IRBESARTAN AUROBINDO COMP 150 MG X 28	Irbesartan	Comprimido	SIM	Não atribuido	 	 	3,95	Generis	Éticos

6208058	GH0000	RHINOMER INTENSE SPRAY NASAL EUCALIPT 20ML	 	 	NÃO	Não atribuido	Glaxo Smithkline Consumer Healthcare, Lda.	 	8,95	Haleon	NETT

5404520	GH0870	CANDESARTAN ZENTIVA COMP 16 MG X 56	Candesartan	Comprimido	SIM	Candesartan | A101 | Oral | 16 mg | [21-60] unidades	 	Adulto - Hipertensão: 8 mg, de 24/24h (se não controlada, pode ser aumentada 	6,68	Zentiva Portugal, Lda.	Éticos
5404561	GH0871	CANDESARTAN ZENTIVA COMP 32 MG X 56	Candesartan	Comprimido	SIM	Candesartan | A101 | Oral | 32 mg | [21-60] unidades	 	Adulto - Hipertensão: 8 mg, de 24/24h (se não controlada, pode ser aumentada 	9,20	Zentiva Portugal, Lda.	Éticos
5420724	GH0000	MONTELUCASTE FARMOZ COMP MAST 4 MG X 28	Montelucaste	Comprimido para mastigar	SIM	Não atribuido	 	 	9,42	Farmoz - Sociedade Técnico Medicinal, S.A.	Éticos

5318530	GH0888	MONTELUCASTE FARMOZ COMP REV 10 MG X 28	Montelucaste	Comprimido revestido por película	SIM	Montelucaste | A101 | Oral | 10 mg | [21-60] unidades	 	 	5,45	Farmoz - Sociedade Técnico Medicinal, S.A.	Éticos

7383455	GH0000	LIBIFEME COMP X 30	 	 	NÃO	Não atribuido	 	 	29,75	Y Farma	NETT

6892190	GH0000	BEXIDENT POST COLUT 250 ML	 	 	NÃO	Não atribuido	 	 	17,00	Isdin	NETT

3892190	GH0000	BEXIDENT POST COL 250ML	 	 	NÃO	Não atribuido	 	 	0,00	ISDIN LAB. FARMACE	Éticos

5311733	GH0369	TERBINAFINA AUROBINDO COMP 250 MG X 28	Terbinafina	Comprimido	SIM	Terbinafina | A101 | Oral | 250 mg | [21-60] unidades	 	Adultos e idosos: Inf. da pele: 	9,19	Generis Farmacêutica, S.A.	Éticos
7381319	GH0000	ASTAXIN CAPS X 60	 	 	NÃO	Não atribuido	 	 	37,55	Phytodox	NETT

5254412	GH0147	AMLODIPINA KRKA COMP 10 MG X 60	Amlodipina	Comprimido	SIM	Amlodipina | A101 | Oral | 10 mg | [21-60] unidades	 	Adultos - Hipertensão e Angina de peito: a dose inicial de 5 mg 1 x/dia, caso não 	10,81	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

5254370	GH0151	AMLODIPINA KRKA COMP 5 MG X 60	Amlodipina	Comprimido	SIM	Amlodipina | A101 | Oral | 5 mg | [21-60] unidades	 	Adultos - Hipertensão e Angina de peito: a dose inicial de 5 mg 1 x/dia, caso não 	5,36	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5252630	GH0052	CIPROFLOXACINA KRKA COMP REV 500 MG X 16	Ciprofloxacina	Comprimido revestido por película	SIM	Ciprofloxacina | A101 | Oral | 500 mg | [9-16] unidades	 	Adultos: 250 - 750 mg, 2x/dia. A duração do tratamento depende da 	9,65	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5252705	GH0053	CIPROFLOXACINA KRKA COMP REV 750 MG X 16	Ciprofloxacina	Comprimido revestido por película	SIM	Ciprofloxacina | A101 | Oral | 750 mg | [9-16] unidades	 	Adultos: 250 - 750 mg, 2x/dia. A duração do tratamento depende da 	16,55	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
5252606	GH0051	CIPROFLOXACINA KRKA COMP REV 500 MG X 8	Ciprofloxacina	Comprimido revestido por película	SIM	Ciprofloxacina | A101 | Oral | 500 mg | [6-8] unidades	 	Adultos: 250 - 750 mg, 2x/dia. A duração do tratamento depende da 	5,16	KRKA Farmacêutica, Sociedade Unipessoal, Lda.	Éticos
